PRODUCTNAME,COUNTRY,YEAR,MONTH,TOTALSALES
1970_Dodge_Coronet,Spain,2003,11,1860
1982_Ducati_996_R,Spain,2003,11,1518
1958_Chevy_Corvette_Limited_Edition,Spain,2003,11,1344
Boeing_X_32A_JSF,Spain,2003,11,1218
1992_Ferrari_360_Spider_red,Spain,2003,12,8304
1928_Mercedes_Benz_SSK,Spain,2003,12,7480
1956_Porsche_356A_Coupe,Spain,2003,12,7003
1969_Dodge_Charger,Spain,2003,12,5217
1976_Ford_Gran_Torino,Spain,2003,12,5120
1968_Ford_Mustang,Spain,2003,12,3940
1948_Porsche_356_A_Roadster,Spain,2003,12,3825
1937_Lincoln_Berline,Spain,2003,12,3744
1970_Plymouth_Hemi_Cuda,Spain,2003,12,3652
1936_Mercedes_Benz_500K_Special_Roadster,Spain,2003,12,3072
1969_Dodge_Super_Bee,Spain,2003,12,2838
1968_Dodge_Charger,Spain,2003,12,2260
1971_Alpine_Renault_1600s,Spain,2003,12,2210
1939_Chevrolet_Deluxe_Coupe,Spain,2003,12,1184
1938_Cadillac_V_16_Presidential_Limousine,Spain,2003,12,912
1982_Lamborghini_Diablo,Spain,2003,12,777
1928_Mercedes_Benz_SSK,Spain,2004,1,9550
1956_Porsche_356A_Coupe,Spain,2004,1,6958
1948_Porsche_Type_356_Roadster,Spain,2004,1,6345
1917_Grand_Touring_Sedan,Spain,2004,1,5970
1992_Ferrari_360_Spider_red,Spain,2004,1,5560
1968_Dodge_Charger,Spain,2004,1,4953
1999_Indy_500_Monte_Carlo_SS,Spain,2004,1,4920
1995_Honda_Civic,Spain,2004,1,4838
1965_Aston_Martin_DB5,Spain,2004,1,4484
1969_Dodge_Charger,Spain,2004,1,4191
1993_Mazda_RX_7,Spain,2004,1,4176
2002_Chevy_Corvette,Spain,2004,1,4048
1949_Jaguar_XK_120,Spain,2004,1,3960
1932_Model_A_Ford_J_Coupe,Spain,2004,1,3591
1970_Chevy_Chevelle_SS_454,Spain,2004,1,3362
1966_Shelby_Cobra_427_S/C,Spain,2004,1,2385
1938_Cadillac_V_16_Presidential_Limousine,Spain,2004,1,2352
1969_Chevrolet_Camaro_Z28,Spain,2004,1,2160
1936_Mercedes_Benz_500k_Roadster,Spain,2004,1,1540
1982_Lamborghini_Diablo,Spain,2004,1,1462
1948_Porsche_356_A_Roadster,Spain,2004,1,1340
1911_Ford_Town_Car,Spain,2004,1,1323
1939_Chevrolet_Deluxe_Coupe,Spain,2004,1,680
2001_Ferrari_Enzo,Spain,2004,3,8358
1969_Ford_Falcon,Spain,2004,3,6958
1928_Mercedes_Benz_SSK,Spain,2004,4,5934
1937_Lincoln_Berline,Spain,2004,4,4680
1913_Ford_Model_T_Speedster,Spain,2004,4,3540
1936_Chrysler_Airflow,Spain,2004,4,3480
18th_Century_Vintage_Horse_Carriage,Spain,2004,4,3335
1917_Maxwell_Touring_Car,Spain,2004,4,3024
1938_Cadillac_V_16_Presidential_Limousine,Spain,2004,4,1755
1934_Ford_V8_Coupe,Spain,2004,4,1392
1936_Mercedes_Benz_500K_Special_Roadster,Spain,2004,4,1160
1992_Ferrari_360_Spider_red,Spain,2004,5,7128
1998_Chrysler_Plymouth_Prowler,Spain,2004,5,6560
1992_Porsche_Cayenne_Turbo_Silver,Spain,2004,5,6302
1957_Chevy_Pickup,Spain,2004,5,5060
1962_Volkswagen_Microbus,Spain,2004,5,3509
Diamond_T620_Semi_Skirted_Tanker,Spain,2004,5,2926
1970_Dodge_Coronet,Spain,2004,5,2332
1964_Mercedec_Tour_Bus,Spain,2004,5,2156
1926_Ford_Fire_Engine,Spain,2004,5,1860
1958_Chevy_Corvette_Limited_Edition,Spain,2004,5,1764
1954_Greyhound_Scenicruiser,Spain,2004,5,1715
1980s_Black_Hawk_Helicopter,Spain,2004,6,6566
1940_Ford_Delivery_Sedan,Spain,2004,6,4263
HMS_Bounty,Spain,2004,6,4136
1941_Chevrolet_Special_Deluxe_Cabriolet,Spain,2004,6,4114
American_Airlines:_B767_300,Spain,2004,6,3360
1928_British_Royal_Navy_Airplane,Spain,2004,6,3298
1937_Horch_930V_Limousine,Spain,2004,6,3220
1928_Ford_Phaeton_Deluxe,Spain,2004,6,3160
America_West_Airlines_B757_200,Spain,2004,6,3003
Corsair_F4U_(_Bird_Cage),Spain,2004,6,2928
1999_Yamaha_Speed_Boat,Spain,2004,6,2688
American_Airlines:_MD_11S,Spain,2004,6,2485
F/A_18_Hornet_1/72,Spain,2004,6,2052
1930_Buick_Marquette_Phaeton,Spain,2004,6,1862
1900s_Vintage_Bi_Plane,Spain,2004,6,1608
Boeing_X_32A_JSF,Spain,2004,6,1197
2002_Chevy_Corvette,Spain,2004,8,6144
1952_Citroen_15CV,Spain,2004,8,5568
1949_Jaguar_XK_120,Spain,2004,8,3920
1970_Chevy_Chevelle_SS_454,Spain,2004,8,2400
1969_Chevrolet_Camaro_Z28,Spain,2004,8,2343
1957_Ford_Thunderbird,Spain,2004,8,1586
1999_Indy_500_Monte_Carlo_SS,Spain,2004,10,5289
1952_Citroen_15CV,Spain,2004,10,4601
2002_Chevy_Corvette,Spain,2004,10,4232
1948_Porsche_Type_356_Roadster,Spain,2004,10,3616
1932_Alfa_Romeo_8C2300_Spider_Sport,Spain,2004,10,3362
1965_Aston_Martin_DB5,Spain,2004,10,2929
1949_Jaguar_XK_120,Spain,2004,10,2632
1970_Chevy_Chevelle_SS_454,Spain,2004,10,2262
1911_Ford_Town_Car,Spain,2004,10,2254
1966_Shelby_Cobra_427_S/C,Spain,2004,10,2205
1969_Chevrolet_Camaro_Z28,Spain,2004,10,2075
1957_Ford_Thunderbird,Spain,2004,10,1675
1936_Mercedes_Benz_500k_Roadster,Spain,2004,10,960
1939_Cadillac_Limousine,Spain,2004,11,7105
1997_BMW_F650_ST,Spain,2004,11,6490
1980?s_GM_Manhattan_Express,Spain,2004,11,6384
1962_Volkswagen_Microbus,Spain,2004,11,5994
America_West_Airlines_B757_200,Spain,2004,11,4840
1969_Corvair_Monza,Spain,2004,11,4794
1960_BSA_Gold_Star_DBD34_1960,Spain,2004,11,4400
ATA:_B757_300,Spain,2004,11,4089
1900s_Vintage_Tri_Plane,Spain,2004,11,3400
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Spain,2004,11,3131
American_Airlines:_B767_300,Spain,2004,11,2670
1982_Camaro_Z28,Spain,2004,11,2656
2001_Ferrari_Enzo,Spain,2004,11,2496
1928_Ford_Phaeton_Deluxe,Spain,2004,11,2301
1930_Buick_Marquette_Phaeton,Spain,2004,11,2040
1936_Chrysler_Airflow,Spain,2004,11,1950
1936_Chrysler_Airflow,Spain,2004,12,6847
1962_City_of_Detroit_Streetcar,Spain,2004,12,6512
1962_Volkswagen_Microbus,Spain,2004,12,5699
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Spain,2004,12,5652
1956_Porsche_356A_Coupe,Spain,2004,12,5312
1939_Cadillac_Limousine,Spain,2004,12,5310
1903_Ford_Model_A,Spain,2004,12,5192
1980?s_GM_Manhattan_Express,Spain,2004,12,4428
1950_s_Chicago_Surface_Lines_Streetcar,Spain,2004,12,4401
1974_Ducati_350_Mk3_Desmo,Spain,2004,12,4320
1957_Corvette_Convertible,Spain,2004,12,4200
Collectable_Wooden_Train,Spain,2004,12,3813
1982_Camaro_Z28,Spain,2004,12,3753
The_Schooner_Bluenose,Spain,2004,12,3542
1976_Ford_Gran_Torino,Spain,2004,12,3174
1904_Buick_Runabout,Spain,2004,12,3030
1912_Ford_Model_T_Delivery_Wagon,Spain,2004,12,3030
1958_Chevy_Corvette_Limited_Edition,Spain,2004,12,2988
1992_Ferrari_360_Spider_red,Spain,2004,12,2976
The_Mayflower,Spain,2004,12,2912
1982_Ducati_900_Monster,Spain,2004,12,2911
The_Queen_Mary,Spain,2004,12,2850
1999_Yamaha_Speed_Boat,Spain,2004,12,2795
1971_Alpine_Renault_1600s,Spain,2004,12,2728
1969_Corvair_Monza,Spain,2004,12,2695
1957_Chevy_Pickup,Spain,2004,12,2688
1970_Dodge_Coronet,Spain,2004,12,2684
1961_Chevrolet_Impala,Spain,2004,12,2660
1970_Triumph_Spitfire,Spain,2004,12,2525
1998_Chrysler_Plymouth_Prowler,Spain,2004,12,2420
The_Titanic,Spain,2004,12,2387
Pont_Yacht,Spain,2004,12,2240
Diamond_T620_Semi_Skirted_Tanker,Spain,2004,12,2201
The_USS_Constitution_Ship,Spain,2004,12,2175
1972_Alfa_Romeo_GTA,Spain,2004,12,1950
18th_century_schooner,Spain,2004,12,1700
1957_Vespa_GS150,Spain,2004,12,1643
1982_Ducati_996_R,Spain,2004,12,1520
1940_Ford_Delivery_Sedan,Spain,2004,12,1500
1982_Lamborghini_Diablo,Spain,2004,12,1404
1964_Mercedec_Tour_Bus,Spain,2004,12,720
1992_Ferrari_360_Spider_red,Spain,2005,2,6862
1958_Chevy_Corvette_Limited_Edition,Spain,2005,2,6080
1982_Lamborghini_Diablo,Spain,2005,2,5863
1917_Grand_Touring_Sedan,Spain,2005,2,5382
1970_Triumph_Spitfire,Spain,2005,2,5358
1999_Indy_500_Monte_Carlo_SS,Spain,2005,2,5133
1932_Model_A_Ford_J_Coupe,Spain,2005,2,4920
1961_Chevrolet_Impala,Spain,2005,2,4879
1957_Vespa_GS150,Spain,2005,2,4620
1957_Ford_Thunderbird,Spain,2005,2,4536
1976_Ford_Gran_Torino,Spain,2005,2,4128
1936_Mercedes_Benz_500k_Roadster,Spain,2005,2,4085
1966_Shelby_Cobra_427_S/C,Spain,2005,2,3968
2002_Chevy_Corvette,Spain,2005,2,3944
1964_Mercedec_Tour_Bus,Spain,2005,2,3834
1969_Chevrolet_Camaro_Z28,Spain,2005,2,3476
1970_Chevy_Chevelle_SS_454,Spain,2005,2,3434
1932_Alfa_Romeo_8C2300_Spider_Sport,Spain,2005,2,3392
Collectable_Wooden_Train,Spain,2005,2,3328
1957_Corvette_Convertible,Spain,2005,2,3283
1982_Ducati_996_R,Spain,2005,2,3280
Diamond_T620_Semi_Skirted_Tanker,Spain,2005,2,3074
1937_Lincoln_Berline,Spain,2005,2,2511
1969_Dodge_Super_Bee,Spain,2005,2,2464
1962_City_of_Detroit_Streetcar,Spain,2005,2,2280
1939_Chevrolet_Deluxe_Coupe,Spain,2005,2,2272
1948_Porsche_Type_356_Roadster,Spain,2005,2,2272
1970_Dodge_Coronet,Spain,2005,2,2024
1992_Porsche_Cayenne_Turbo_Silver,Spain,2005,2,1974
1971_Alpine_Renault_1600s,Spain,2005,2,1932
1938_Cadillac_V_16_Presidential_Limousine,Spain,2005,2,1836
1956_Porsche_356A_Coupe,Spain,2005,2,1749
1954_Greyhound_Scenicruiser,Spain,2005,2,1696
1904_Buick_Runabout,Spain,2005,2,1652
1950_s_Chicago_Surface_Lines_Streetcar,Spain,2005,2,1584
1952_Citroen_15CV,Spain,2005,2,1584
1903_Ford_Model_A,Spain,2005,2,1488
1965_Aston_Martin_DB5,Spain,2005,2,1462
1949_Jaguar_XK_120,Spain,2005,2,1332
1911_Ford_Town_Car,Spain,2005,2,1323
1928_Mercedes_Benz_SSK,Spain,2005,2,987
1970_Triumph_Spitfire,Spain,2005,3,6364
Pont_Yacht,Spain,2005,3,5418
1992_Porsche_Cayenne_Turbo_Silver,Spain,2005,3,5217
The_USS_Constitution_Ship,Spain,2005,3,5032
Boeing_X_32A_JSF,Spain,2005,3,4350
The_Titanic,Spain,2005,3,4140
American_Airlines:_MD_11S,Spain,2005,3,3784
1999_Yamaha_Speed_Boat,Spain,2005,3,3441
1992_Ferrari_360_Spider_red,Spain,2005,3,3344
1900s_Vintage_Tri_Plane,Spain,2005,3,3150
America_West_Airlines_B757_200,Spain,2005,3,3108
F/A_18_Hornet_1/72,Spain,2005,3,3008
Corsair_F4U_(_Bird_Cage),Spain,2005,3,2993
The_Queen_Mary,Spain,2005,3,2850
HMS_Bounty,Spain,2005,3,2494
1954_Greyhound_Scenicruiser,Spain,2005,3,2268
1937_Horch_930V_Limousine,Spain,2005,3,2240
1900s_Vintage_Bi_Plane,Spain,2005,3,2184
1950_s_Chicago_Surface_Lines_Streetcar,Spain,2005,3,1800
1958_Chevy_Corvette_Limited_Edition,Spain,2005,3,1794
P_51_D_Mustang,Spain,2005,3,1575
1970_Dodge_Coronet,Spain,2005,3,1550
1928_British_Royal_Navy_Airplane,Spain,2005,3,1386
1980s_Black_Hawk_Helicopter,Spain,2005,3,1375
1941_Chevrolet_Special_Deluxe_Cabriolet,Spain,2005,3,1276
1952_Alpine_Renault_1300,Spain,2005,5,12000
1992_Ferrari_360_Spider_red,Spain,2005,5,11880
2003_Harley_Davidson_Eagle_Drag_Bike,Spain,2005,5,9240
1962_Volkswagen_Microbus,Spain,2005,5,8470
1958_Setra_Bus,Spain,2005,5,7987
1969_Harley_Davidson_Ultimate_Chopper,Spain,2005,5,7524
1940_Ford_Pickup_Truck,Spain,2005,5,7182
1998_Chrysler_Plymouth_Prowler,Spain,2005,5,6724
1957_Chevy_Pickup,Spain,2005,5,5940
1996_Moto_Guzzi_1100i,Spain,2005,5,5895
1964_Mercedec_Tour_Bus,Spain,2005,5,5488
1992_Porsche_Cayenne_Turbo_Silver,Spain,2005,5,4247
1982_Camaro_Z28,Spain,2005,5,3726
1997_BMW_R_1100_S,Spain,2005,5,3535
Diamond_T620_Semi_Skirted_Tanker,Spain,2005,5,3458
2002_Suzuki_XREO,Spain,2005,5,3444
1926_Ford_Fire_Engine,Spain,2005,5,2914
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Spain,2005,5,2684
1936_Harley_Davidson_El_Knucklehead,Spain,2005,5,2196
1939_Cadillac_Limousine,Spain,2005,5,1560
1970_Dodge_Coronet,Spain,2005,5,1113
1958_Chevy_Corvette_Limited_Edition,Spain,2005,5,1080
1954_Greyhound_Scenicruiser,Spain,2005,5,931
1952_Alpine_Renault_1300,Sweden,2003,3,7221
1913_Ford_Model_T_Speedster,Sweden,2003,3,2530
1972_Alfa_Romeo_GTA,Sweden,2003,10,5940
1980s_Black_Hawk_Helicopter,Sweden,2003,10,5762
18th_century_schooner,Sweden,2003,10,3828
1941_Chevrolet_Special_Deluxe_Cabriolet,Sweden,2003,10,3604
1999_Yamaha_Speed_Boat,Sweden,2003,10,3358
The_Schooner_Bluenose,Sweden,2003,10,3225
The_USS_Constitution_Ship,Sweden,2003,10,3220
The_Queen_Mary,Sweden,2003,10,2996
HMS_Bounty,Sweden,2003,10,2929
The_Titanic,Sweden,2003,10,2808
1940_Ford_Delivery_Sedan,Sweden,2003,10,2436
1937_Horch_930V_Limousine,Sweden,2003,10,2016
Pont_Yacht,Sweden,2003,10,1862
Boeing_X_32A_JSF,Sweden,2003,10,1680
1912_Ford_Model_T_Delivery_Wagon,Sweden,2003,10,1600
1900s_Vintage_Bi_Plane,Sweden,2003,10,1470
1952_Alpine_Renault_1300,Sweden,2004,9,7141
1958_Setra_Bus,Sweden,2004,9,6396
1913_Ford_Model_T_Speedster,Sweden,2004,9,5734
1962_Volkswagen_Microbus,Sweden,2004,9,5376
1940s_Ford_truck,Sweden,2004,9,5280
1940_Ford_Pickup_Truck,Sweden,2004,9,4674
1962_LanciaA_Delta_16V,Sweden,2004,9,3870
1982_Camaro_Z28,Sweden,2004,9,3248
18th_Century_Vintage_Horse_Carriage,Sweden,2004,9,2875
1996_Peterbilt_379_Stake_Bed_with_Outrigger,Sweden,2004,9,2304
1980?s_GM_Manhattan_Express,Sweden,2004,9,2184
1934_Ford_V8_Coupe,Sweden,2004,9,1887
1939_Cadillac_Limousine,Sweden,2004,9,1508
1926_Ford_Fire_Engine,Sweden,2004,9,1508
1968_Ford_Mustang,Sweden,2004,11,6882
1940s_Ford_truck,Sweden,2004,11,6762
1964_Mercedec_Tour_Bus,Sweden,2004,11,5796
1962_Volkswagen_Microbus,Sweden,2004,11,5544
1968_Dodge_Charger,Sweden,2004,11,4865
18th_century_schooner,Sweden,2004,11,4346
1904_Buick_Runabout,Sweden,2004,11,4300
Collectable_Wooden_Train,Sweden,2004,11,3808
1912_Ford_Model_T_Delivery_Wagon,Sweden,2004,11,3526
1976_Ford_Gran_Torino,Sweden,2004,11,3500
1962_LanciaA_Delta_16V,Sweden,2004,11,3198
1992_Ferrari_360_Spider_red,Sweden,2004,11,2880
1970_Plymouth_Hemi_Cuda,Sweden,2004,11,2774
The_Schooner_Bluenose,Sweden,2004,11,2340
1926_Ford_Fire_Engine,Sweden,2004,11,2074
1940_Ford_Delivery_Sedan,Sweden,2004,11,1840
1971_Alpine_Renault_1600s,Sweden,2004,11,1586
1936_Harley_Davidson_El_Knucklehead,Sweden,2005,3,6981
1969_Dodge_Charger,Sweden,2005,3,5264
1997_BMW_R_1100_S,Sweden,2005,3,4590
1960_BSA_Gold_Star_DBD34_1960,Sweden,2005,3,3969
1948_Porsche_356_A_Roadster,Sweden,2005,3,3871
1968_Ford_Mustang,Sweden,2005,3,2574
1970_Plymouth_Hemi_Cuda,Sweden,2005,3,2520
1968_Dodge_Charger,Sweden,2005,3,1800
1992_Ferrari_360_Spider_red,Switzerland,2004,2,6407
1957_Corvette_Convertible,Switzerland,2004,2,5250
1976_Ford_Gran_Torino,Switzerland,2004,2,4563
1956_Porsche_356A_Coupe,Switzerland,2004,2,4560
1993_Mazda_RX_7,Switzerland,2004,2,4544
1968_Ford_Mustang,Switzerland,2004,2,4509
1969_Dodge_Super_Bee,Switzerland,2004,2,3552
1961_Chevrolet_Impala,Switzerland,2004,2,3220
1948_Porsche_356_A_Roadster,Switzerland,2004,2,3055
1970_Plymouth_Hemi_Cuda,Switzerland,2004,2,2849
1969_Dodge_Charger,Switzerland,2004,2,2688
1968_Dodge_Charger,Switzerland,2004,2,2500
1982_Lamborghini_Diablo,Switzerland,2004,2,1554
1971_Alpine_Renault_1600s,Switzerland,2004,2,1200
1976_Ford_Gran_Torino,Switzerland,2004,8,6760
1993_Mazda_RX_7,Switzerland,2004,8,6519
1992_Ferrari_360_Spider_red,Switzerland,2004,8,5868
1999_Indy_500_Monte_Carlo_SS,Switzerland,2004,8,5060
1968_Dodge_Charger,Switzerland,2004,8,4770
1948_Porsche_Type_356_Roadster,Switzerland,2004,8,4320
1957_Corvette_Convertible,Switzerland,2004,8,4284
1956_Porsche_356A_Coupe,Switzerland,2004,8,4284
1948_Porsche_356_A_Roadster,Switzerland,2004,8,3608
1995_Honda_Civic,Switzerland,2004,8,3528
1961_Chevrolet_Impala,Switzerland,2004,8,3520
1968_Ford_Mustang,Switzerland,2004,8,3423
1969_Dodge_Super_Bee,Switzerland,2004,8,3053
1970_Plymouth_Hemi_Cuda,Switzerland,2004,8,2829
1969_Dodge_Charger,Switzerland,2004,8,2668
1982_Lamborghini_Diablo,Switzerland,2004,8,1440
1971_Alpine_Renault_1600s,Switzerland,2004,8,1360
1917_Grand_Touring_Sedan,UK,2003,3,6048
1952_Citroen_15CV,UK,2003,3,5934
1965_Aston_Martin_DB5,UK,2003,3,5439
1928_Mercedes_Benz_SSK,UK,2003,3,5084
1932_Model_A_Ford_J_Coupe,UK,2003,3,3861
2002_Chevy_Corvette,UK,2003,3,3737
1949_Jaguar_XK_120,UK,2003,3,3354
1970_Chevy_Chevelle_SS_454,UK,2003,3,3060
1957_Ford_Thunderbird,UK,2003,3,2562
1932_Alfa_Romeo_8C2300_Spider_Sport,UK,2003,3,2492
1969_Chevrolet_Camaro_Z28,UK,2003,3,1998
1938_Cadillac_V_16_Presidential_Limousine,UK,2003,3,1716
1966_Shelby_Cobra_427_S/C,UK,2003,3,1711
1936_Mercedes_Benz_500k_Roadster,UK,2003,3,1632
1911_Ford_Town_Car,UK,2003,3,1600
1939_Chevrolet_Deluxe_Coupe,UK,2003,3,720
18th_century_schooner,UK,2003,6,6030
1972_Alfa_Romeo_GTA,UK,2003,6,4389
1940_Ford_Delivery_Sedan,UK,2003,6,3900
1912_Ford_Model_T_Delivery_Wagon,UK,2003,6,3895
The_USS_Constitution_Ship,UK,2003,6,3825
The_Titanic,UK,2003,6,3822
The_Queen_Mary,UK,2003,6,2550
Pont_Yacht,UK,2003,6,2080
The_Schooner_Bluenose,UK,2003,6,1860
1917_Grand_Touring_Sedan,UK,2003,10,7310
1952_Citroen_15CV,UK,2003,10,5535
1949_Jaguar_XK_120,UK,2003,10,5292
1969_Chevrolet_Camaro_Z28,UK,2003,10,3552
1932_Alfa_Romeo_8C2300_Spider_Sport,UK,2003,10,3382
1957_Ford_Thunderbird,UK,2003,10,1679
1980s_Black_Hawk_Helicopter,UK,2003,11,6016
1964_Mercedec_Tour_Bus,UK,2003,11,5904
1962_LanciaA_Delta_16V,UK,2003,11,5379
1940s_Ford_truck,UK,2003,11,5123
1941_Chevrolet_Special_Deluxe_Cabriolet,UK,2003,11,4922
1992_Ferrari_360_Spider_red,UK,2003,11,4408
1972_Alfa_Romeo_GTA,UK,2003,11,3848
1982_Camaro_Z28,UK,2003,11,3612
1957_Chevy_Pickup,UK,2003,11,3536
1954_Greyhound_Scenicruiser,UK,2003,11,3150
1940_Ford_Delivery_Sedan,UK,2003,11,3096
1962_Volkswagen_Microbus,UK,2003,11,2968
1999_Yamaha_Speed_Boat,UK,2003,11,2848
1926_Ford_Fire_Engine,UK,2003,11,2829
1980?s_GM_Manhattan_Express,UK,2003,11,2442
HMS_Bounty,UK,2003,11,2400
1996_Peterbilt_379_Stake_Bed_with_Outrigger,UK,2003,11,2175
1900s_Vintage_Bi_Plane,UK,2003,11,1518
Boeing_X_32A_JSF,UK,2003,11,1456
1937_Horch_930V_Limousine,UK,2003,11,1449
1958_Chevy_Corvette_Limited_Edition,UK,2003,11,1147
1932_Alfa_Romeo_8C2300_Spider_Sport,UK,2004,1,3610
1952_Citroen_15CV,UK,2004,1,2781
1957_Ford_Thunderbird,UK,2004,1,2075
18th_century_schooner,UK,2004,3,5658
Collectable_Wooden_Train,UK,2004,3,4608
The_Titanic,UK,2004,3,4608
1903_Ford_Model_A,UK,2004,3,3608
The_Queen_Mary,UK,2004,3,2870
The_Mayflower,UK,2004,3,2288
1904_Buick_Runabout,UK,2004,3,2070
Pont_Yacht,UK,2004,3,1200
1992_Ferrari_360_Spider_red,UK,2004,6,6760
1999_Indy_500_Monte_Carlo_SS,UK,2004,6,5180
1956_Porsche_356A_Coupe,UK,2004,6,5148
1969_Dodge_Charger,UK,2004,6,4920
1995_Honda_Civic,UK,2004,6,4455
1948_Porsche_Type_356_Roadster,UK,2004,6,4030
1968_Ford_Mustang,UK,2004,6,3912
1965_Aston_Martin_DB5,UK,2004,6,3384
1993_Mazda_RX_7,UK,2004,6,3042
1968_Dodge_Charger,UK,2004,6,2398
1970_Plymouth_Hemi_Cuda,UK,2004,6,2250
1948_Porsche_356_A_Roadster,UK,2004,6,1932
1982_Lamborghini_Diablo,UK,2004,6,1720
1971_Alpine_Renault_1600s,UK,2004,6,1272
2001_Ferrari_Enzo,UK,2004,10,6572
1969_Corvair_Monza,UK,2004,10,4998
1903_Ford_Model_A,UK,2004,10,3744
Collectable_Wooden_Train,UK,2004,10,3680
1969_Ford_Falcon,UK,2004,10,3640
1970_Triumph_Spitfire,UK,2004,10,3611
1904_Buick_Runabout,UK,2004,10,3510
The_Queen_Mary,UK,2004,10,3510
The_Mayflower,UK,2004,10,3496
The_USS_Constitution_Ship,UK,2004,10,3225
18th_century_schooner,UK,2004,10,3219
The_Titanic,UK,2004,10,2880
The_Schooner_Bluenose,UK,2004,10,2700
1912_Ford_Model_T_Delivery_Wagon,UK,2004,10,2604
1950_s_Chicago_Surface_Lines_Streetcar,UK,2004,10,2300
Pont_Yacht,UK,2004,10,2100
1962_City_of_Detroit_Streetcar,UK,2004,10,2040
1932_Alfa_Romeo_8C2300_Spider_Sport,UK,2004,11,7300
1937_Lincoln_Berline,UK,2004,11,4370
HMS_Bounty,UK,2004,11,4185
1972_Alfa_Romeo_GTA,UK,2004,11,4125
1941_Chevrolet_Special_Deluxe_Cabriolet,UK,2004,11,4089
1980s_Black_Hawk_Helicopter,UK,2004,11,3699
1939_Chevrolet_Deluxe_Coupe,UK,2004,11,3690
1937_Horch_930V_Limousine,UK,2004,11,3619
F/A_18_Hornet_1/72,UK,2004,11,3600
The_USS_Constitution_Ship,UK,2004,11,3552
1957_Ford_Thunderbird,UK,2004,11,3465
1949_Jaguar_XK_120,UK,2004,11,3393
1911_Ford_Town_Car,UK,2004,11,3192
1936_Mercedes_Benz_500k_Roadster,UK,2004,11,3157
1934_Ford_V8_Coupe,UK,2004,11,2990
1928_British_Royal_Navy_Airplane,UK,2004,11,2875
American_Airlines:_B767_300,UK,2004,11,2788
American_Airlines:_MD_11S,UK,2004,11,2728
America_West_Airlines_B757_200,UK,2004,11,2714
1936_Mercedes_Benz_500K_Special_Roadster,UK,2004,11,2430
Corsair_F4U_(_Bird_Cage),UK,2004,11,2340
1940_Ford_Delivery_Sedan,UK,2004,11,2300
1932_Model_A_Ford_J_Coupe,UK,2004,11,2275
1938_Cadillac_V_16_Presidential_Limousine,UK,2004,11,2236
1900s_Vintage_Bi_Plane,UK,2004,11,2176
1999_Yamaha_Speed_Boat,UK,2004,11,1995
1952_Citroen_15CV,UK,2004,11,1848
1966_Shelby_Cobra_427_S/C,UK,2004,11,1760
1930_Buick_Marquette_Phaeton,UK,2004,11,1632
18th_Century_Vintage_Horse_Carriage,UK,2004,11,1600
1969_Chevrolet_Camaro_Z28,UK,2004,11,1530
Boeing_X_32A_JSF,UK,2004,11,1496
1928_Ford_Phaeton_Deluxe,UK,2004,11,1416
1970_Chevy_Chevelle_SS_454,UK,2004,11,1311
1928_Mercedes_Benz_SSK,UK,2004,11,1272
2002_Chevy_Corvette,UK,2004,11,1147
1980s_Black_Hawk_Helicopter,UK,2004,12,3900
1941_Chevrolet_Special_Deluxe_Cabriolet,UK,2004,12,3380
1937_Horch_930V_Limousine,UK,2004,12,2584
Corsair_F4U_(_Bird_Cage),UK,2004,12,2006
1900s_Vintage_Bi_Plane,UK,2004,12,1875
2003_Harley_Davidson_Eagle_Drag_Bike,UK,2005,4,11880
2002_Suzuki_XREO,UK,2005,4,8646
1997_BMW_R_1100_S,UK,2005,4,5290
1974_Ducati_350_Mk3_Desmo,UK,2005,4,5175
1969_Harley_Davidson_Ultimate_Chopper,UK,2005,4,2424
1982_Ducati_900_Monster,UK,2005,4,2160
2002_Yamaha_YZR_M1,UK,2005,4,2108
1957_Vespa_GS150,UK,2005,4,1872
1982_Ducati_996_R,UK,2005,4,1200
1917_Grand_Touring_Sedan,USA,2003,1,5160
1937_Lincoln_Berline,USA,2003,1,4797
1911_Ford_Town_Car,USA,2003,1,3400
1936_Mercedes_Benz_500K_Special_Roadster,USA,2003,1,2050
1932_Alfa_Romeo_8C2300_Spider_Sport,USA,2003,1,1914
1936_Mercedes_Benz_500k_Roadster,USA,2003,1,1666
2003_Harley_Davidson_Eagle_Drag_Bike,USA,2003,2,6075
1996_Moto_Guzzi_1100i,USA,2003,2,3900
1960_BSA_Gold_Star_DBD34_1960,USA,2003,2,3154
2002_Suzuki_XREO,USA,2003,2,3045
1969_Harley_Davidson_Ultimate_Chopper,USA,2003,2,2880
1997_BMW_R_1100_S,USA,2003,2,2850
1936_Harley_Davidson_El_Knucklehead,USA,2003,2,2059
1997_BMW_F650_ST,USA,2003,2,1860
1992_Ferrari_360_Spider_red,USA,2003,3,8234
1948_Porsche_Type_356_Roadster,USA,2003,3,6251
1940_Ford_Pickup_Truck,USA,2003,3,4900
18th_Century_Vintage_Horse_Carriage,USA,2003,3,4816
1995_Honda_Civic,USA,2003,3,4446
1993_Mazda_RX_7,USA,2003,3,4368
1917_Maxwell_Touring_Car,USA,2003,3,4173
1958_Setra_Bus,USA,2003,3,3423
